Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
2016-02-21 19:00:00,981.54,12.57,287.26,8.33,75.3,14.58,10.98,3.6,6.99,11.19,1191.63,5.68,8.45,211.6
2016-02-21 19:10:00,981.41,12.51,287.21,8.31,75.5,14.52,10.97,3.56,6.98,11.17,1191.73,7.1,10.09,207.1
2016-02-21 19:20:00,981.41,12.47,287.17,8.31,75.7,14.49,10.97,3.52,6.98,11.17,1191.89,8.33,14.61,209.5
2016-02-21 19:30:00,981.45,12.42,287.11,8.32,76.0,14.44,10.97,3.47,6.98,11.18,1192.15,7.73,10.33,209.2
2016-02-21 19:40:00,981.61,12.38,287.06,8.3,76.1,14.4,10.96,3.44,6.97,11.16,1192.52,5.58,10.13,212.0
2016-02-21 19:50:00,981.72,12.36,287.03,8.28,76.1,14.38,10.94,3.44,6.96,11.15,1192.74,4.26,6.41,217.5
2016-02-21 20:00:00,981.64,12.44,287.12,8.24,75.5,14.46,10.92,3.54,6.95,11.12,1192.32,6.74,8.81,208.1
2016-02-21 20:10:00,981.5,12.4,287.09,8.22,75.6,14.42,10.9,3.52,6.94,11.11,1192.32,6.99,10.17,207.0
2016-02-21 20:20:00,981.34,12.25,286.95,8.19,76.2,14.28,10.88,3.4,6.92,11.09,1192.77,6.37,9.61,210.7
2016-02-21 20:30:00,981.25,12.15,286.86,8.13,76.4,14.18,10.84,3.35,6.9,11.04,1193.09,7.06,11.13,215.0
2016-02-21 20:40:00,981.29,12.13,286.84,8.13,76.5,14.16,10.84,3.33,6.9,11.04,1193.23,5.35,11.89,218.2
2016-02-21 20:50:00,981.38,12.12,286.82,8.1,76.4,14.16,10.81,3.34,6.88,11.02,1193.39,4.29,8.61,228.4
2016-02-21 21:00:00,981.59,12.15,286.83,8.09,76.2,14.18,10.81,3.38,6.88,11.01,1193.52,5.51,10.29,232.8
2016-02-21 21:10:00,981.53,12.1,286.79,8.07,76.3,14.14,10.79,3.35,6.86,10.99,1193.67,4.38,8.85,222.2
2016-02-21 21:20:00,981.43,12.01,286.7,8.04,76.6,14.05,10.76,3.29,6.85,10.97,1193.93,5.78,9.45,226.3
2016-02-21 21:30:00,981.65,12.0,286.67,8.01,76.5,14.04,10.74,3.3,6.84,10.94,1194.25,4.19,8.01,232.9
2016-02-21 21:40:00,981.44,11.94,286.63,7.97,76.6,13.99,10.72,3.27,6.82,10.92,1194.26,4.72,10.01,219.5
2016-02-21 21:50:00,981.36,11.92,286.62,7.93,76.5,13.97,10.69,3.28,6.8,10.89,1194.26,5.85,11.85,227.9
2016-02-21 22:00:00,981.29,11.86,286.56,7.89,76.6,13.91,10.66,3.26,6.78,10.86,1194.44,5.79,10.21,219.5
2016-02-21 22:10:00,981.14,11.76,286.48,7.85,76.9,13.82,10.63,3.19,6.77,10.83,1194.69,6.15,9.49,218.0
2016-02-21 22:20:00,981.01,11.66,286.39,7.77,77.0,13.73,10.57,3.16,6.73,10.78,1194.97,5.48,9.57,221.9
2016-02-21 22:30:00,981.06,11.59,286.31,7.72,77.1,13.67,10.54,3.13,6.71,10.74,1195.35,5.49,8.45,223.1
2016-02-21 22:40:00,981.22,11.57,286.28,7.69,77.0,13.65,10.51,3.14,6.69,10.71,1195.64,5.53,10.93,218.2
2016-02-21 22:50:00,981.28,11.6,286.3,7.64,76.6,13.68,10.48,3.2,6.67,10.68,1195.6,5.33,8.93,221.0
2016-02-21 23:00:00,981.26,11.6,286.3,7.58,76.3,13.68,10.44,3.24,6.64,10.64,1195.6,5.3,9.05,215.6
2016-02-21 23:10:00,981.06,11.66,286.38,7.49,75.5,13.73,10.37,3.36,6.6,10.57,1195.13,8.44,13.53,213.6
2016-02-21 23:20:00,980.95,11.71,286.44,7.46,75.1,13.78,10.35,3.43,6.59,10.55,1194.8,8.92,14.77,214.0
2016-02-21 23:30:00,980.6,11.64,286.4,7.45,75.4,13.71,10.34,3.37,6.59,10.54,1194.67,10.22,13.03,210.4
2016-02-21 23:40:00,980.43,11.54,286.31,7.47,76.0,13.62,10.35,3.27,6.59,10.56,1194.87,10.71,14.78,212.7
2016-02-21 23:50:00,980.37,11.44,286.22,7.45,76.4,13.53,10.34,3.19,6.59,10.55,1195.22,10.46,14.86,213.8
2016-02-22 00:00:00,980.34,11.37,286.15,7.42,76.6,13.47,10.32,3.15,6.57,10.53,1195.49,10.34,13.49,213.2
2016-02-22 00:10:00,980.26,11.33,286.12,7.38,76.6,13.43,10.29,3.14,6.56,10.5,1195.57,10.59,14.57,214.0
2016-02-22 00:20:00,980.14,11.26,286.06,7.37,76.9,13.37,10.28,3.09,6.55,10.49,1195.72,10.18,15.1,213.0
2016-02-22 00:30:00,980.16,11.19,285.98,7.34,77.1,13.31,10.26,3.05,6.54,10.47,1196.05,10.35,15.3,213.9
2016-02-22 00:40:00,980.07,11.11,285.91,7.3,77.3,13.24,10.23,3.01,6.52,10.44,1196.29,10.79,14.17,213.5
2016-02-22 00:50:00,980.24,11.06,285.85,7.25,77.3,13.2,10.2,3.0,6.5,10.41,1196.73,10.64,13.65,215.5
2016-02-22 01:00:00,980.46,11.04,285.81,7.25,77.4,13.18,10.2,2.98,6.5,10.4,1197.08,8.32,10.57,214.9
2016-02-22 01:10:00,980.58,10.98,285.74,7.21,77.5,13.13,10.17,2.95,6.48,10.37,1197.49,7.93,10.49,214.6
2016-02-22 01:20:00,980.54,10.9,285.66,7.17,77.7,13.06,10.14,2.91,6.46,10.35,1197.79,8.27,12.65,216.1
2016-02-22 01:30:00,980.45,10.77,285.54,7.12,78.1,12.94,10.11,2.83,6.44,10.31,1198.25,8.16,13.33,214.2
2016-02-22 01:40:00,980.44,10.62,285.39,7.01,78.3,12.81,10.03,2.78,6.39,10.23,1198.91,7.52,10.09,215.1
2016-02-22 01:50:00,980.44,10.5,285.27,6.93,78.5,12.71,9.98,2.73,6.36,10.18,1199.44,7.74,10.37,215.0
2016-02-22 02:00:00,980.44,10.42,285.19,6.78,78.1,12.64,9.88,2.77,6.29,10.07,1199.82,6.76,9.45,216.2
2016-02-22 02:10:00,980.58,10.43,285.19,6.56,76.9,12.65,9.73,2.92,6.2,9.92,1200.02,6.72,9.73,213.2
2016-02-22 02:20:00,980.72,10.52,285.26,6.38,75.5,12.73,9.61,3.12,6.12,9.8,1199.87,5.42,8.89,208.2
2016-02-22 02:30:00,980.79,10.53,285.27,6.14,74.2,12.74,9.45,3.29,6.02,9.64,1199.99,4.62,8.13,234.3
2016-02-22 02:40:00,980.65,10.53,285.28,5.93,73.1,12.74,9.31,3.43,5.93,9.5,1199.88,4.61,7.17,219.1
2016-02-22 02:50:00,980.49,10.53,285.29,5.77,72.3,12.74,9.21,3.53,5.86,9.39,1199.73,4.88,8.93,219.0
2016-02-22 03:00:00,980.34,10.5,285.28,5.56,71.4,12.71,9.08,3.64,5.78,9.26,1199.73,6.19,9.69,216.3
2016-02-22 03:10:00,979.93,10.36,285.17,5.18,70.2,12.59,8.84,3.75,5.63,9.02,1199.93,6.2,10.01,222.2
2016-02-22 03:20:00,979.74,10.33,285.15,4.97,69.3,12.57,8.71,3.86,5.55,8.89,1199.89,6.78,9.15,213.9
2016-02-22 03:30:00,979.65,10.28,285.11,4.97,69.53,12.53,8.71,3.82,5.55,8.89,1199.99,6.89,8.25,213.2
2016-02-22 03:40:00,979.48,10.23,285.08,4.87,69.26,12.48,8.65,3.84,5.51,8.83,1200.02,7.23,10.45,212.7
2016-02-22 03:50:00,979.54,10.24,285.08,4.75,68.66,12.49,8.58,3.92,5.46,8.76,1200.08,7.34,9.97,213.7
2016-02-22 04:00:00,979.4,10.17,285.02,4.67,68.6,12.43,8.53,3.9,5.44,8.71,1200.23,7.03,9.85,214.5
2016-02-22 04:10:00,979.16,10.13,285.0,4.52,68.06,12.4,8.44,3.96,5.38,8.62,1200.15,8.57,13.09,213.4
2016-02-22 04:20:00,978.97,10.07,284.96,4.47,68.09,12.35,8.41,3.94,5.36,8.59,1200.18,8.49,11.51,209.3
2016-02-22 04:30:00,978.7,9.9,284.81,4.39,68.49,12.21,8.36,3.85,5.33,8.55,1200.59,9.35,13.59,211.4
2016-02-22 04:40:00,978.69,9.77,284.68,4.38,69.03,12.11,8.36,3.75,5.33,8.54,1201.13,10.26,13.01,213.4
2016-02-22 04:50:00,978.72,9.72,284.63,4.39,69.33,12.06,8.36,3.7,5.33,8.55,1201.38,9.58,13.37,213.5
2016-02-22 05:00:00,978.85,9.67,284.56,4.37,69.48,12.02,8.35,3.67,5.33,8.54,1201.76,9.55,13.17,214.1
2016-02-22 05:10:00,978.89,9.64,284.53,4.41,69.77,12.0,8.37,3.63,5.34,8.55,1201.92,9.17,12.81,214.5
2016-02-22 05:20:00,978.95,9.63,284.52,4.44,70.0,11.99,8.39,3.6,5.35,8.57,1202.03,8.36,11.25,215.4
2016-02-22 05:30:00,979.02,9.67,284.55,4.47,69.93,12.02,8.41,3.62,5.36,8.59,1201.94,8.53,12.21,212.5
2016-02-22 05:40:00,979.08,9.71,284.59,4.46,69.69,12.06,8.4,3.65,5.36,8.58,1201.85,9.39,11.89,213.7
2016-02-22 05:50:00,979.19,9.72,284.59,4.5,69.86,12.06,8.43,3.64,5.37,8.61,1201.93,7.89,11.29,212.2
2016-02-22 06:00:00,979.01,9.66,284.54,4.49,70.1,12.02,8.42,3.59,5.37,8.6,1201.96,7.85,10.49,212.1
2016-02-22 06:10:00,979.16,9.65,284.52,4.46,70.0,12.01,8.41,3.6,5.36,8.58,1202.2,8.49,11.61,213.6
2016-02-22 06:20:00,979.37,9.66,284.51,4.49,70.1,12.02,8.42,3.59,5.37,8.6,1202.41,7.52,11.15,210.7
2016-02-22 06:30:00,979.35,9.67,284.52,4.52,70.2,12.02,8.44,3.58,5.38,8.62,1202.33,6.64,9.29,206.7
2016-02-22 06:40:00,979.41,9.67,284.52,4.56,70.4,12.02,8.47,3.56,5.39,8.64,1202.39,5.67,9.17,203.4
2016-02-22 06:50:00,979.6,9.67,284.5,4.58,70.5,12.02,8.48,3.55,5.4,8.65,1202.62,5.98,8.89,207.5
2016-02-22 07:00:00,979.69,9.72,284.55,4.67,70.7,12.06,8.53,3.53,5.43,8.71,1202.5,5.09,6.97,207.3
2016-02-22 07:10:00,979.69,9.73,284.56,4.7,70.8,12.07,8.55,3.53,5.44,8.72,1202.45,3.88,7.41,209.7
2016-02-22 07:20:00,979.67,9.71,284.54,4.74,71.1,12.06,8.57,3.48,5.46,8.75,1202.49,4.16,6.55,208.2
2016-02-22 07:30:00,979.7,9.73,284.55,4.78,71.2,12.07,8.6,3.48,5.48,8.77,1202.44,4.31,7.11,203.3
2016-02-22 07:40:00,979.73,9.73,284.55,4.8,71.3,12.07,8.61,3.46,5.48,8.79,1202.47,4.29,6.25,204.0
2016-02-22 07:50:00,979.73,9.76,284.58,4.83,71.3,12.1,8.63,3.47,5.49,8.8,1202.33,2.57,6.81,216.5
2016-02-22 08:00:00,979.65,9.8,284.63,4.87,71.3,12.13,8.65,3.48,5.51,8.83,1202.05,3.28,6.57,209.2
2016-02-22 08:10:00,979.66,9.85,284.68,4.88,71.1,12.17,8.65,3.52,5.51,8.83,1201.85,3.07,5.01,215.5
2016-02-22 08:20:00,979.64,9.89,284.72,4.91,71.1,12.2,8.68,3.53,5.53,8.86,1201.64,2.86,5.53,203.6
2016-02-22 08:30:00,979.66,9.9,284.73,4.98,71.4,12.21,8.72,3.49,5.55,8.9,1201.61,1.75,5.37,198.3
2016-02-22 08:40:00,979.67,10.03,284.86,4.99,70.8,12.32,8.72,3.6,5.56,8.9,1201.07,2.61,5.81,194.0
2016-02-22 08:50:00,979.58,10.15,284.99,5.0,70.3,12.42,8.73,3.69,5.56,8.91,1200.44,2.43,5.01,206.2
2016-02-22 09:00:00,979.67,10.24,285.07,5.05,70.1,12.49,8.76,3.74,5.58,8.94,1200.16,2.47,5.57,236.5
2016-02-22 09:10:00,979.65,10.27,285.1,5.06,70.0,12.52,8.76,3.76,5.58,8.94,1200.01,2.81,5.29,230.6
2016-02-22 09:20:00,979.48,10.39,285.24,5.09,69.62,12.62,8.79,3.83,5.6,8.97,1199.28,4.77,8.75,232.0
2016-02-22 09:30:00,979.59,10.5,285.34,5.19,69.58,12.71,8.85,3.87,5.64,9.03,1198.92,3.39,7.69,221.2
2016-02-22 09:40:00,979.61,10.59,285.43,5.24,69.43,12.79,8.88,3.91,5.66,9.06,1198.55,2.83,5.33,207.6
2016-02-22 09:50:00,979.65,10.61,285.44,5.26,69.41,12.81,8.89,3.92,5.66,9.07,1198.51,4.02,8.49,224.5
2016-02-22 10:00:00,979.79,10.56,285.38,5.28,69.75,12.76,8.9,3.86,5.67,9.09,1198.89,2.9,6.71,215.9
2016-02-22 10:10:00,979.7,10.45,285.28,5.29,70.3,12.67,8.91,3.76,5.67,9.09,1199.24,3.59,7.17,222.4
2016-02-22 10:20:00,979.68,10.41,285.24,5.23,70.2,12.64,8.87,3.77,5.65,9.05,1199.4,3.82,7.73,224.3
2016-02-22 10:30:00,979.73,10.5,285.33,5.28,70.0,12.71,8.9,3.81,5.67,9.08,1199.07,3.66,7.61,214.9
2016-02-22 10:40:00,979.78,10.56,285.38,5.33,70.0,12.76,8.93,3.83,5.69,9.12,1198.86,3.72,8.89,221.8
2016-02-22 10:50:00,979.66,10.56,285.39,5.35,70.1,12.76,8.95,3.82,5.7,9.13,1198.71,5.98,10.41,208.8
2016-02-22 11:00:00,979.66,10.6,285.43,5.35,69.91,12.8,8.95,3.85,5.7,9.13,1198.54,6.21,10.29,216.2
2016-02-22 11:10:00,979.66,10.67,285.5,5.35,69.56,12.86,8.94,3.91,5.7,9.13,1198.24,5.95,10.43,215.5
2016-02-22 11:20:00,979.68,10.77,285.6,5.38,69.24,12.94,8.96,3.98,5.71,9.15,1197.84,5.78,11.01,219.4
2016-02-22 11:30:00,979.64,10.8,285.64,5.41,69.27,12.97,8.98,3.99,5.72,9.17,1197.65,6.23,9.45,212.2
2016-02-22 11:40:00,979.56,10.75,285.59,5.36,69.24,12.93,8.95,3.98,5.7,9.14,1197.78,6.4,10.17,212.8
2016-02-22 11:50:00,979.54,10.74,285.58,5.33,69.16,12.92,8.93,3.98,5.69,9.12,1197.8,6.1,10.05,210.5
2016-02-22 12:00:00,979.54,10.66,285.5,5.23,69.04,12.85,8.87,3.98,5.65,9.06,1198.17,7.14,12.85,210.7
2016-02-22 12:10:00,979.59,10.63,285.47,5.2,69.02,12.82,8.85,3.97,5.64,9.03,1198.37,7.9,10.03,212.9
2016-02-22 12:20:00,979.54,10.6,285.44,5.19,69.14,12.8,8.85,3.95,5.64,9.03,1198.43,6.16,9.81,209.7
2016-02-22 12:30:00,979.55,10.61,285.45,5.23,69.27,12.81,8.87,3.94,5.65,9.06,1198.39,6.57,9.17,212.5
2016-02-22 12:40:00,979.47,10.65,285.5,5.26,69.23,12.84,8.89,3.95,5.66,9.08,1198.12,5.94,10.81,207.8
2016-02-22 12:50:00,979.34,10.8,285.66,5.34,68.9,12.97,8.94,4.03,5.7,9.12,1197.3,5.66,8.93,215.3
2016-02-22 13:00:00,979.13,10.93,285.81,5.37,68.47,13.08,8.96,4.12,5.71,9.15,1196.49,5.76,10.21,211.8
2016-02-22 13:10:00,979.19,10.95,285.82,5.36,68.33,13.1,8.95,4.15,5.71,9.14,1196.48,6.42,12.97,212.3
2016-02-22 13:20:00,979.14,10.99,285.87,5.43,68.46,13.13,8.99,4.14,5.73,9.18,1196.23,5.07,8.81,210.8
2016-02-22 13:30:00,979.03,11.04,285.93,5.45,68.33,13.18,9.0,4.17,5.74,9.2,1195.88,6.0,9.29,205.5
2016-02-22 13:40:00,979.11,10.93,285.81,5.42,68.73,13.08,8.99,4.09,5.73,9.18,1196.45,6.0,8.77,214.8
2016-02-22 13:50:00,979.08,10.82,285.7,5.39,69.05,12.99,8.97,4.02,5.72,9.16,1196.89,6.73,10.45,213.8
2016-02-22 14:00:00,979.06,10.72,285.6,5.34,69.31,12.9,8.94,3.96,5.7,9.13,1197.3,6.02,8.61,211.5
2016-02-22 14:10:00,979.0,10.64,285.53,5.3,69.48,12.83,8.92,3.92,5.68,9.11,1197.57,6.07,8.89,208.4
2016-02-22 14:20:00,978.99,10.58,285.47,5.28,69.67,12.78,8.9,3.88,5.68,9.1,1197.82,5.74,9.27,208.9
2016-02-22 14:30:00,978.87,10.53,285.43,5.3,69.97,12.74,8.91,3.83,5.68,9.11,1197.88,6.18,9.21,206.6
2016-02-22 14:40:00,978.72,10.49,285.4,5.31,70.2,12.7,8.92,3.79,5.69,9.11,1197.86,5.67,7.77,201.4
2016-02-22 14:50:00,978.72,10.5,285.41,5.38,70.5,12.71,8.96,3.75,5.72,9.16,1197.8,5.7,8.17,205.7
2016-02-22 15:00:00,978.71,10.51,285.42,5.41,70.6,12.72,8.98,3.74,5.73,9.18,1197.73,6.21,9.41,208.9
2016-02-22 15:10:00,978.71,10.59,285.5,5.46,70.5,12.79,9.02,3.77,5.75,9.21,1197.38,6.07,8.65,203.9
2016-02-22 15:20:00,978.68,10.55,285.46,5.55,71.1,12.75,9.07,3.69,5.78,9.27,1197.49,6.33,9.13,206.1
2016-02-22 15:30:00,978.63,10.72,285.64,5.73,71.2,12.9,9.19,3.72,5.86,9.39,1196.66,5.0,8.09,209.7
2016-02-22 15:40:00,978.55,10.91,285.84,5.73,70.3,13.06,9.18,3.88,5.86,9.39,1195.76,5.76,8.05,201.6
2016-02-22 15:50:00,978.64,10.8,285.72,5.71,70.7,12.97,9.17,3.8,5.85,9.37,1196.34,5.2,8.21,200.9
2016-02-22 16:00:00,978.71,10.73,285.64,5.7,71.0,12.91,9.17,3.74,5.85,9.36,1196.72,4.99,8.41,205.3
2016-02-22 16:10:00,978.71,10.7,285.61,5.69,71.1,12.88,9.16,3.72,5.84,9.36,1196.85,6.54,9.93,209.4
2016-02-22 16:20:00,978.81,10.67,285.57,5.68,71.2,12.86,9.15,3.7,5.84,9.35,1197.1,5.41,8.25,209.0
2016-02-22 16:30:00,978.81,10.64,285.54,5.65,71.2,12.83,9.14,3.7,5.83,9.33,1197.24,5.07,7.71,207.1
2016-02-22 16:40:00,978.76,10.57,285.48,5.63,71.4,12.77,9.12,3.65,5.82,9.32,1197.48,6.09,9.49,202.3
2016-02-22 16:50:00,978.8,10.39,285.29,5.77,73.0,12.62,9.21,3.41,5.87,9.41,1198.24,5.27,10.21,211.3
2016-02-22 17:00:00,978.77,9.99,284.89,5.97,76.0,12.29,9.34,2.95,5.96,9.54,1199.84,5.7,8.53,210.2
2016-02-22 17:10:00,978.74,9.87,284.77,5.89,76.2,12.19,9.29,2.9,5.92,9.49,1200.34,7.18,9.81,212.5
2016-02-22 17:20:00,978.76,9.95,284.85,5.8,75.3,12.25,9.23,3.03,5.88,9.43,1200.05,6.75,10.65,213.1
2016-02-22 17:30:00,978.74,9.93,284.84,5.76,75.2,12.24,9.2,3.03,5.87,9.4,1200.12,6.33,8.65,209.7
2016-02-22 17:40:00,978.78,9.89,284.79,5.79,75.6,12.2,9.23,2.98,5.88,9.43,1200.33,6.35,9.45,206.8
2016-02-22 17:50:00,978.74,9.86,284.76,5.78,75.7,12.18,9.22,2.96,5.88,9.42,1200.41,6.66,9.41,209.7
2016-02-22 18:00:00,978.75,9.81,284.71,5.77,75.9,12.14,9.21,2.93,5.88,9.41,1200.64,7.44,10.93,211.6
2016-02-22 18:10:00,978.77,9.61,284.51,5.82,77.2,11.98,9.25,2.73,5.9,9.45,1201.5,6.18,8.89,209.6
2016-02-22 18:20:00,978.67,9.53,284.44,5.78,77.4,11.91,9.22,2.69,5.88,9.42,1201.73,6.5,9.91,210.5
2016-02-22 18:30:00,978.64,9.53,284.44,5.75,77.2,11.91,9.2,2.72,5.87,9.4,1201.7,5.53,8.45,209.7
2016-02-22 18:40:00,978.76,9.53,284.43,5.67,76.8,11.91,9.15,2.76,5.83,9.35,1201.87,4.4,6.37,214.7
2016-02-22 18:50:00,978.89,9.57,284.46,5.64,76.4,11.94,9.12,2.82,5.82,9.32,1201.87,3.34,7.29,227.2
2016-02-22 19:00:00,979.15,9.32,284.19,5.54,77.2,11.74,9.07,2.68,5.78,9.26,1203.28,2.1,5.93,286.9
2016-02-22 19:10:00,979.37,7.88,282.72,5.32,83.8,10.65,8.93,1.73,5.69,9.11,1209.79,2.26,5.53,1.42
2016-02-22 19:20:00,979.55,6.18,281.0,4.49,88.9,9.48,8.42,1.05,5.37,8.6,1217.61,2.64,5.37,14.82
2016-02-22 19:30:00,979.63,5.63,280.43,4.4,91.8,9.12,8.37,0.75,5.33,8.55,1220.15,1.17,3.76,21.84
2016-02-22 19:40:00,979.73,5.36,280.15,4.28,92.7,8.95,8.3,0.65,5.28,8.47,1221.49,2.42,5.53,28.46
2016-02-22 19:50:00,979.76,4.78,279.57,3.79,93.3,8.59,8.02,0.58,5.11,8.18,1224.21,2.71,3.64,15.66
2016-02-22 20:00:00,979.76,4.58,279.37,3.77,94.5,8.47,8.01,0.47,5.1,8.17,1225.1,1.94,3.48,24.32
2016-02-22 20:10:00,979.83,4.53,279.31,3.81,95.1,8.44,8.03,0.41,5.11,8.2,1225.4,1.6,2.72,16.32
2016-02-22 20:20:00,979.95,4.47,279.24,3.81,95.5,8.41,8.03,0.38,5.11,8.19,1225.82,2.08,2.62,16.3
2016-02-22 20:30:00,980.03,4.51,279.28,3.92,95.9,8.44,8.09,0.35,5.15,8.25,1225.69,1.5,2.3,22.5
2016-02-22 20:40:00,980.09,4.64,279.4,4.09,96.2,8.51,8.19,0.32,5.21,8.35,1225.16,0.46,1.08,353.2
2016-02-22 20:50:00,980.14,4.74,279.5,4.2,96.3,8.57,8.25,0.32,5.25,8.42,1224.75,0.51,1.12,275.9
2016-02-22 21:00:00,980.26,4.75,279.5,4.22,96.4,8.58,8.27,0.31,5.26,8.43,1224.85,0.55,1.04,254.1
2016-02-22 21:10:00,980.31,4.89,279.63,4.41,96.7,8.66,8.38,0.29,5.33,8.54,1224.24,0.32,0.8,228.5
2016-02-22 21:20:00,980.45,4.92,279.65,4.41,96.5,8.68,8.38,0.3,5.33,8.54,1224.28,0.54,1.36,96.3
2016-02-22 21:30:00,980.58,4.85,279.57,4.3,96.2,8.64,8.31,0.33,5.29,8.47,1224.78,1.44,3.04,11.06
2016-02-22 21:40:00,980.77,4.61,279.32,3.99,95.7,8.49,8.13,0.37,5.17,8.29,1226.15,1.36,3.87,232.3
2016-02-22 21:50:00,980.97,4.31,279.0,3.57,94.9,8.32,7.89,0.42,5.02,8.04,1227.86,1.07,2.8,191.2
2016-02-22 22:00:00,981.1,3.99,278.67,3.18,94.4,8.13,7.68,0.46,4.88,7.83,1229.52,1.63,4.65,266.8
2016-02-22 22:10:00,981.28,3.82,278.48,2.96,94.1,8.03,7.56,0.47,4.81,7.7,1230.58,1.08,2.16,269.3
2016-02-22 22:20:00,981.38,3.58,278.23,2.64,93.5,7.9,7.39,0.51,4.7,7.53,1231.84,1.27,3.08,268.2
2016-02-22 22:30:00,981.46,3.46,278.1,2.53,93.6,7.83,7.33,0.5,4.66,7.47,1232.52,0.9,2.08,239.5
2016-02-22 22:40:00,981.56,3.31,277.95,2.34,93.3,7.75,7.23,0.52,4.6,7.37,1233.33,1.34,2.92,269.1
2016-02-22 22:50:00,981.67,2.93,277.55,1.85,92.6,7.54,6.98,0.56,4.44,7.12,1235.31,1.84,4.01,283.5
2016-02-22 23:00:00,981.74,2.64,277.26,1.57,92.6,7.39,6.84,0.55,4.35,6.97,1236.77,1.4,3.34,262.5
2016-02-22 23:10:00,981.81,2.55,277.16,1.53,93.0,7.34,6.83,0.51,4.34,6.95,1237.27,1.09,2.52,289.1
2016-02-22 23:20:00,981.91,2.34,276.94,1.25,92.5,7.23,6.69,0.54,4.25,6.81,1238.42,1.54,3.0,289.5
2016-02-22 23:30:00,982.03,2.09,276.68,1.01,92.5,7.1,6.57,0.53,4.17,6.69,1239.72,1.67,3.41,285.1
2016-02-22 23:40:00,982.12,1.9,276.48,0.85,92.7,7.01,6.5,0.51,4.12,6.61,1240.74,1.57,3.2,253.5
2016-02-22 23:50:00,982.25,1.79,276.36,0.8,93.1,6.95,6.47,0.48,4.11,6.59,1241.41,1.08,2.36,271.0
2016-02-23 00:00:00,982.34,1.64,276.21,0.68,93.3,6.88,6.42,0.46,4.07,6.53,1242.22,1.39,2.44,264.0
2016-02-23 00:10:00,982.39,1.51,276.07,0.61,93.7,6.81,6.38,0.43,4.05,6.5,1242.91,1.76,2.8,266.8
2016-02-23 00:20:00,982.44,1.34,275.89,0.42,93.6,6.73,6.3,0.43,4.0,6.41,1243.78,1.73,2.88,275.5
2016-02-23 00:30:00,982.53,1.11,275.66,0.21,93.7,6.62,6.2,0.42,3.94,6.31,1244.97,1.66,3.04,266.1
2016-02-23 00:40:00,982.56,0.97,275.51,0.12,94.0,6.55,6.16,0.39,3.91,6.27,1245.67,1.29,2.48,260.0
2016-02-23 00:50:00,982.65,0.87,275.41,0.05,94.2,6.51,6.13,0.38,3.89,6.24,1246.23,1.61,2.52,255.5
2016-02-23 01:00:00,982.74,0.8,275.33,-0.01,94.3,6.47,6.1,0.37,3.87,6.21,1246.69,2.11,3.08,261.2
2016-02-23 01:10:00,982.86,0.72,275.24,-0.07,94.4,6.44,6.08,0.36,3.85,6.18,1247.21,2.09,3.08,253.7
2016-02-23 01:20:00,982.81,0.7,275.22,-0.06,94.6,6.43,6.08,0.35,3.86,6.19,1247.25,2.48,4.21,256.0
2016-02-23 01:30:00,982.81,0.73,275.25,-0.04,94.6,6.44,6.09,0.35,3.86,6.2,1247.12,2.43,3.93,256.6
2016-02-23 01:40:00,982.86,0.78,275.3,0.02,94.6,6.47,6.12,0.35,3.88,6.22,1246.92,2.36,3.65,255.9
2016-02-23 01:50:00,982.85,0.8,275.32,0.01,94.4,6.47,6.11,0.36,3.88,6.22,1246.83,2.51,4.25,249.5
2016-02-23 02:00:00,982.87,0.79,275.31,-0.02,94.3,6.47,6.1,0.37,3.87,6.21,1246.92,2.42,4.05,254.2
2016-02-23 02:10:00,982.86,0.77,275.28,-0.04,94.3,6.46,6.09,0.37,3.86,6.2,1247.01,2.12,3.04,249.5
2016-02-23 02:20:00,982.84,0.72,275.24,-0.08,94.3,6.44,6.07,0.37,3.85,6.18,1247.19,1.89,2.64,248.0
2016-02-23 02:30:00,982.83,0.66,275.18,-0.11,94.5,6.41,6.06,0.35,3.84,6.16,1247.45,1.85,2.44,242.7
2016-02-23 02:40:00,982.85,0.66,275.18,-0.09,94.7,6.41,6.07,0.34,3.85,6.18,1247.47,1.65,2.2,239.6
2016-02-23 02:50:00,982.83,0.66,275.18,-0.07,94.8,6.41,6.08,0.33,3.85,6.18,1247.44,1.6,2.04,237.8
2016-02-23 03:00:00,982.75,0.67,275.19,-0.05,94.9,6.41,6.08,0.33,3.86,6.19,1247.33,1.47,2.16,236.3
2016-02-23 03:10:00,982.73,0.66,275.19,-0.06,94.9,6.41,6.08,0.33,3.86,6.19,1247.31,1.64,2.32,224.2
2016-02-23 03:20:00,982.66,0.6,275.14,-0.1,95.0,6.38,6.06,0.32,3.85,6.17,1247.51,1.33,1.8,216.6
2016-02-23 03:30:00,982.64,0.63,275.16,-0.03,95.3,6.39,6.09,0.3,3.87,6.2,1247.35,0.88,1.52,203.4
2016-02-23 03:40:00,982.7,0.69,275.22,0.04,95.4,6.42,6.12,0.3,3.89,6.23,1247.16,0.32,0.68,226.7
2016-02-23 03:50:00,982.72,0.82,275.35,0.2,95.6,6.48,6.2,0.29,3.93,6.31,1246.52,0.66,1.8,184.7
